id	storeNmae	phone	address	map-href
462	大林慈濟	05-2655198	嘉義縣大林鎮平林里大潭底23-5號	http://maps.google.com/maps?q=%E5%98%89%E7%BE%A9%E7%B8%A3%E5%A4%A7%E6%9E%97%E9%8E%AE%E5%B9%B3%E6%9E%97%E9%87%8C%E5%A4%A7%E6%BD%AD%E5%BA%9523-5%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
463	莿桐中正	05-5840150	雲林縣莿桐鄉中正路158號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%8E%BF%E6%A1%90%E9%84%89%E4%B8%AD%E6%AD%A3%E8%B7%AF158%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
464	崙背活力中山	05-6968318	雲林縣崙背鄉中山路270號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%B4%99%E8%83%8C%E9%84%89%E4%B8%AD%E5%B1%B1%E8%B7%AF270%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
465	莿桐活力大美	05-5840901	雲林縣莿桐鄉大美村50-21號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%8E%BF%E6%A1%90%E9%84%89%E5%A4%A7%E7%BE%8E%E6%9D%9150-21%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
466	虎尾活力新吉	05-6328775	雲林縣虎尾鎮新吉里工專路200號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%99%8E%E5%B0%BE%E9%8E%AE%E6%96%B0%E5%90%89%E9%87%8C%E5%B7%A5%E5%B0%88%E8%B7%AF200%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
467	虎尾活力光復	05-6329480	雲林縣虎尾鎮光復路605號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%99%8E%E5%B0%BE%E9%8E%AE%E5%85%89%E5%BE%A9%E8%B7%AF605%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
468	虎尾活力芬芳	05-6330822	雲林縣虎尾鎮光復路322號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%99%8E%E5%B0%BE%E9%8E%AE%E5%85%89%E5%BE%A9%E8%B7%AF322%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
469	虎尾民生	05-6322352	雲林縣虎尾鎮民生路22號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E8%99%8E%E5%B0%BE%E9%8E%AE%E6%B0%91%E7%94%9F%E8%B7%AF22%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
470	林內大同	05-5899971	雲林縣林內鄉大同路16-1號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%9E%97%E5%85%A7%E9%84%89%E5%A4%A7%E5%90%8C%E8%B7%AF16-1%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
471	四湖中正	05-7876715	雲林縣四湖鄉中正路316號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%9B%9B%E6%B9%96%E9%84%89%E4%B8%AD%E6%AD%A3%E8%B7%AF316%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
472	早安東和	05-5261039	雲林縣古坑鄉東和村文化路139-3號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%8F%A4%E5%9D%91%E9%84%89%E6%9D%B1%E5%92%8C%E6%9D%91%E6%96%87%E5%8C%96%E8%B7%AF139-3%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
473	古坑中山	05-5820879	雲林縣古坑鄉西平村中山路193號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%8F%A4%E5%9D%91%E9%84%89%E8%A5%BF%E5%B9%B3%E6%9D%91%E4%B8%AD%E5%B1%B1%E8%B7%AF193%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
474	北港活力大同	05-7827995	雲林縣北港鎮大同路353號1F	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%8C%97%E6%B8%AF%E9%8E%AE%E5%A4%A7%E5%90%8C%E8%B7%AF353%E8%99%9F1F&hl=zh-TW&ie=UTF8&iwloc=A
475	水林	05-7855648	雲林縣水林鄉水林路32號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%B0%B4%E6%9E%97%E9%84%89%E6%B0%B4%E6%9E%97%E8%B7%AF32%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
476	斗南活力大同	05-5963668	雲林縣斗南鎮大同路84號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%8D%97%E9%8E%AE%E5%A4%A7%E5%90%8C%E8%B7%AF84%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
477	斗六鎮南國小	05-5362531	雲林縣斗六市鎮南路210號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E9%8E%AE%E5%8D%97%E8%B7%AF210%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
478	斗六活力鎮東	05-5330250	雲林縣斗六市鎮東路334號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E9%8E%AE%E6%9D%B1%E8%B7%AF334%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
479	雲林科大	05-5373265	雲林縣斗六市龍潭路18號-5	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E9%BE%8D%E6%BD%AD%E8%B7%AF18%E8%99%9F-5&hl=zh-TW&ie=UTF8&iwloc=A
480	石榴中興	05-5576749	雲林縣斗六市榴中里中興路83-5號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E6%A6%B4%E4%B8%AD%E9%87%8C%E4%B8%AD%E8%88%88%E8%B7%AF83-5%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
481	斗六活力福懋	05-5576979	雲林縣斗六市石榴路222-2號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E7%9F%B3%E6%A6%B4%E8%B7%AF222-2%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
482	斗六民生	05-5328780	雲林縣斗六市民生路80號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E6%B0%91%E7%94%9F%E8%B7%AF80%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
483	斗六活力工業	05-5570166	雲林縣斗六市斗工十路90號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E6%96%97%E5%B7%A5%E5%8D%81%E8%B7%AF90%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
484	斗六文化概念店	05-5379799	雲林縣斗六市文化路41號	https://www.google.com/maps/dir//640%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E6%96%87%E5%8C%96%E8%B7%AF41%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346ec8377c15ebc9:0x5b79c6a7421f9d7d?sa=X&ved=2ahUKEwiB64aNt5TzAhWMGaYKHVfgCJgQwwV6BAgMEAM
485	斗六文化	05-5371842	雲林縣斗六市文化路296號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E6%96%87%E5%8C%96%E8%B7%AF296%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
486	斗六活力中正	05-5351819	雲林縣斗六市內環路377號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E5%85%A7%E7%92%B0%E8%B7%AF377%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
487	斗六活力上海	05-5341237	雲林縣斗六市上海路262號	"https://www.google.com/maps/dir/22.9769216,120.17664/640%E9%9B%B2%E6%9E%97%E7%B8%A3%E6%96%97%E5%85%AD%E5%B8%82%E4%B8%8A%E6%B5%B7%E8%B7%AF262%E8%99%9F/@23.3207655,120.0895706,10z/data=!3m1!4b1!4m9!4m8!1m1!4e1!1m5!1m1!1s0x346ec8310110a439:0x459996f9facde2c8"
488	元長元西	05-7889577	雲林縣元長鄉長南村元西路1號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%85%83%E9%95%B7%E9%84%89%E9%95%B7%E5%8D%97%E6%9D%91%E5%85%83%E8%A5%BF%E8%B7%AF1%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
489	元長中山	05-7888588	雲林縣元長鄉中山路22-26號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%85%83%E9%95%B7%E9%84%89%E4%B8%AD%E5%B1%B1%E8%B7%AF22-26%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
490	元長下寮	05-7861827	雲林縣元長鄉下寮村東興路15號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E5%85%83%E9%95%B7%E9%84%89%E4%B8%8B%E5%AF%AE%E6%9D%91%E6%9D%B1%E8%88%88%E8%B7%AF15%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
491	二崙活力油車	05-5988162	雲林縣二崙鄉油車村成功路58號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E4%BA%8C%E5%B4%99%E9%84%89%E6%B2%B9%E8%BB%8A%E6%9D%91%E6%88%90%E5%8A%9F%E8%B7%AF58%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
492	二崙文化	05-5985167	雲林縣二崙鄉油車村文化路350號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E4%BA%8C%E5%B4%99%E9%84%89%E6%B2%B9%E8%BB%8A%E6%9D%91%E6%96%87%E5%8C%96%E8%B7%AF350%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
493	二崙活力永定	05-5980609	雲林縣二崙鄉永定村285號	http://maps.google.com/maps?q=%E9%9B%B2%E6%9E%97%E7%B8%A3%E4%BA%8C%E5%B4%99%E9%84%89%E6%B0%B8%E5%AE%9A%E6%9D%91285%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
494	台南榮譽概念店	06-2678808	台南市東區榮譽街92號	https://www.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%9D%B1%E5%8D%80%E6%A6%AE%E8%AD%BD%E8%A1%9792%E8%99%9F&rlz=1C1GCEU_zh-TWTW997TW997&gs_lcrp=EgZjaHJvbWUyCQgAEEUYORiABNIBBzYwMmowajmoAgCwAgA&um=1&ie=UTF-8
495	台南安中概念店	06-2552220	台南市安南區安中路三段246號	"https://www.google.com.tw/maps/place/709%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E5%AE%89%E4%B8%AD%E8%B7%AF%E4%B8%89%E6%AE%B5246%E8%99%9F/@23.0483579,120.1763619,17z/data=!3m1!4b1!4m6!3m5!1s0x346e77c1cbab45d9:0xf18da9444329dfa9!8m2!3d23.0483"
496	新化中正概念店	06-5907343	台南市新化區中正路557號	https://www.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E5%8C%96%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF557%E8%99%9F&sca_esv=581054534&rlz=1C1GCEU_zh-TWTW997TW997&uact=5&gs_lp=Egxnd3Mtd2l6LXNlcnAiIeWPsOWNl-W4guaWsOWMluWNgOS4reato-i3rzU1N-iZnzICECZI
497	台南大同概念店	06-2143200	台南市中西區大同路一段226號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E5%8F%B0%E5%8D%97%E5%A4%A7%E5%90%8C%E6%A6%82%E5%BF%B5%E5%BA%97/@22.9764773,120.1624005,14z/data=!4m10!1m2!2m1!1z5pep5a6J576O6Iqd5Z-OIOWPsOWNl-Wkp-WQjA!3m6!1s0x346e7719141ea73f"
498	台南新都概念店	06-2632006	台南市南區新都路562-1號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E5%8F%B0%E5%8D%97%E6%96%B0%E9%83%BD%E6%A6%82%E5%BF%B5%E5%BA%97/@22.9672929,120.1885075,17z/data=!3m1!4b1!4m6!3m5!1s0x346e754e4faa5107:0xe6c682550cb3584e!8m2!3d22.967288!4d120."
499	永康復國概念店	06-2041008	台南市永康區復國一路362巷1號	https://www.google.com/maps/place/710%E5%8F%B0%E5%8D%97%E5%B8%82%E6%B0%B8%E5%BA%B7%E5%8D%80%E5%BE%A9%E5%9C%8B%E4%B8%80%E8%B7%AF362%E5%B7%B71%E8%99%9F/data=!4m2!3m1!1s0x346e76d5c62713fb:0x170cbc6eb893ed5d?sa=X&ved=2ahUKEwjj0OKTu4D9AhUSc3AKHTwrAuMQ8gF6BAgIE
500	台南海佃概念店	06-2474261	台南市安南區海佃路3段261號	"https://www.google.com/maps/place/%E5%8F%B0%E5%8D%97%E5%B8%82%E5%AE%89%E5%8D%97%E5%8D%80%E6%B5%B7%E4%BD%83%E8%B7%AF3%E6%AE%B5261%E8%99%9F/@23.05223740000000000000,120.17932500000000000000,17z"
501	歸仁中山概念店	06-2306489	台南市歸仁區中山路1段334-336號	https://www.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%AD%B8%E4%BB%81%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF%E4%B8%80%E6%AE%B5334-336%E8%99%9F&rlz=1C1GCEU_zh-TWTW997TW997&uact=5&gs_lcp=Cgdnd3Mtd2l6EAMyAggmOgoIABBHENYEELADOgcIABAeEKIEOgUIABCiBEoECEEYAEo
502	永康北興概念店	06-2071553	台南市永康區北興路196號	"https://www.google.com/maps/place/710%E5%8F%B0%E5%8D%97%E5%B8%82%E6%B0%B8%E5%BA%B7%E5%8D%80%E5%8C%97%E8%88%88%E8%B7%AF197%E8%99%9F/@23.0142816,120.266715,17z/data=!3m1!4b1!4m5!3m4!1s0x346e70d954790007:0xe39c48e3c553343b!8m2!3d23.0142816!4d120.2689037"
503	善化中山概念店	06-5852892	台南市善化區中山路138號	https://www.google.com/maps/dir//741%E5%8F%B0%E5%8D%97%E5%B8%82%E5%96%84%E5%8C%96%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF138%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e7c81981dd629:0xa46d3f02d957c513?sa=X&ved=2ahUKEwj_va-omaf3AhVjhVYBHdsCBqIQwwV6BAgCEAM
504	台南崇德概念店	06-2680007	台南市東區崇德路626號	https://www.google.com/maps/dir//701%E5%8F%B0%E5%8D%97%E5%B8%82%E6%9D%B1%E5%8D%80%E5%B4%87%E5%BE%B7%E8%B7%AF626%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e7421ef356d85:0xc62c530c346bab38?sa=X&ved=2ahUKEwjq5eS6i6v1AhWHy4sBHdMXD3cQwwV6BAgLEAM
505	台南文南概念店	06-2918899	台南市南區文南路69號	https://www.google.com/maps/dir//702%E5%8F%B0%E5%8D%97%E5%B8%82%E5%8D%97%E5%8D%80%E6%96%87%E5%8D%97%E8%B7%AF69%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e76763b7a58cf:0x93eaacb91b571d71?sa=X&ved=2ahUKEwi0ob-giKb1AhVRL6YKHVLoC-EQwwV6BAgIEAM
506	仁德太子概念店	06-2714859	台南市仁德區太子路234號	https://www.google.com/maps/dir//717%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E5%A4%AA%E5%AD%90%E8%B7%AF234%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e7137b16c1597:0x5e005c6bbe88dbff?sa=X&ved=2ahUKEwjCjcaV8PvzAhX1zIsBHXx7COQQwwV6BAgIEAM
507	台南西門概念店	06-2229001	台南市北區西門路3段125號	https://www.google.com/maps/dir//704%E5%8F%B0%E5%8D%97%E5%B8%82%E5%8C%97%E5%8D%80%E8%A5%BF%E9%96%80%E8%B7%AF%E4%B8%89%E6%AE%B5125%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e765f97d20313:0x514cbc2b490237e8?sa=X&ved=2ahUKEwiM4Y3IlZTzAhWMxYsBHWJmB3AQwwV6
508	台南育德概念店	06-2515256	台南市北區育德路405號	https://www.google.com.tw/maps/dir//%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E5%8F%B0%E5%8D%97%E8%82%B2%E5%BE%B7%E6%A6%82%E5%BF%B5%E5%BA%97/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e77f29d9e827f:0x543520deb56688c8?sa=X&ved=2ahUKEwiJp53ywLfyAhVlIqYKHfPWDF
509	仁德中正概念店	06-2708161	台南市仁德區中正路二段498號	"https://www.google.com/maps/dir/22.9769216,120.17664/717%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BB%81%E5%BE%B7%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF%E4%BA%8C%E6%AE%B5498%E8%99%9F/@22.9526057,120.1443831,12z/data=!3m1!4b1!4m9!4m8!1m1!4e1!1m5!1m1!1s0x346e73f615126fcf:"
510	佳里中山概念店	06-7238321	台南市佳里區中山路430號	https://www.google.com/maps/dir//722%E5%8F%B0%E5%8D%97%E5%B8%82%E4%BD%B3%E9%87%8C%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF430%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e7f4947aec559:0x9f9264816bdc6466?sa=X&ved=2ahUKEwj317OSg8vxAhUFVpQKHQQjBkUQwwUwAHoECAUQA
511	台南新興概念店	06-2630991	台南市南區新興路414號	https://www.google.com/maps/dir//702%E5%8F%B0%E5%8D%97%E5%B8%82%E5%8D%97%E5%8D%80%E6%96%B0%E8%88%88%E8%B7%AF414%E8%99%9F/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x346e75db7fe40145:0x25a7218808311064?sa=X&ved=2ahUKEwjtlu7DuJTzAhWHG6YKHejODUIQwwV6BAgIEAM
512	台南成功概念店	06-2236777	台南市中西區成功路225號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E4%B8%AD%E8%A5%BF%E5%8D%80%E6%88%90%E5%8A%9F%E8%B7%AF225%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
513	台南日新概念店	06 2634122	台南市南區金華路一段486-6號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%8D%97%E5%8D%80%E9%87%91%E8%8F%AF%E8%B7%AF%E4%B8%80%E6%AE%B5486-6%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
514	關廟活力文衡	06-5956029	台南市關廟區台南市關廟區文衡路113號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E9%97%9C%E5%BB%9F%E5%8D%80%E5%8F%B0%E5%8D%97%E5%B8%82%E9%97%9C%E5%BB%9F%E5%8D%80%E6%96%87%E8%A1%A1%E8%B7%AF113%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
515	歸仁大潭	06-2782779	台南市歸仁區長榮路一段226號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%AD%B8%E4%BB%81%E5%8D%80%E9%95%B7%E6%A6%AE%E8%B7%AF%E4%B8%80%E6%AE%B5226%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
516	歸仁活力民生北	06-3387660	台南市歸仁區民生北街43號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%AD%B8%E4%BB%81%E5%8D%80%E6%B0%91%E7%94%9F%E5%8C%97%E8%A1%9743%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
517	歸仁國中	06-2301610	台南市歸仁區文化街2段7號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%AD%B8%E4%BB%81%E5%8D%80%E6%96%87%E5%8C%96%E8%A1%972%E6%AE%B57%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
518	歸仁活力大廟	06-2722522	台南市歸仁區大廟里保大路三段209號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%AD%B8%E4%BB%81%E5%8D%80%E5%A4%A7%E5%BB%9F%E9%87%8C%E4%BF%9D%E5%A4%A7%E8%B7%AF%E4%B8%89%E6%AE%B5209%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
519	新營正義	06-6373155	台南市新營區中華路42-3號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E7%87%9F%E5%8D%80%E4%B8%AD%E8%8F%AF%E8%B7%AF42-3%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
520	新營活力中正	06-6333177	台南市新營區中正路33-3號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E7%87%9F%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF33-3%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
521	新營大同	06-6322757	台南市新營區大同路23號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E7%87%9F%E5%8D%80%E5%A4%A7%E5%90%8C%E8%B7%AF23%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
522	新市活力光華	06-5896118	台南市新市區光華街118號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E5%B8%82%E5%8D%80%E5%85%89%E8%8F%AF%E8%A1%97118%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
523	新市活力中正	06-5894718	台南市新市區中正路298號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E5%B8%82%E5%8D%80%E4%B8%AD%E6%AD%A3%E8%B7%AF298%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
524	新化復興	06-5904680	台南市新化區復興路288號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E5%8C%96%E5%8D%80%E5%BE%A9%E8%88%88%E8%B7%AF288%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
525	新化信義	06-5904673	台南市新化區信義路337-1號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E5%8C%96%E5%8D%80%E4%BF%A1%E7%BE%A9%E8%B7%AF337-1%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
526	新化活力中山	06-5908103	台南市新化區正新路208號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E6%96%B0%E5%8C%96%E5%8D%80%E6%AD%A3%E6%96%B0%E8%B7%AF208%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
527	善化光復	06-5812397	台南市善化區永安路12號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%96%84%E5%8C%96%E5%8D%80%E6%B0%B8%E5%AE%89%E8%B7%AF12%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
528	六分寮-芝	06-5851720	台南市善化區六分寮田寮里101之5號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%96%84%E5%8C%96%E5%8D%80%E5%85%AD%E5%88%86%E5%AF%AE%E7%94%B0%E5%AF%AE%E9%87%8C101%E4%B9%8B5%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
529	善化活力中山	06-5852892	台南市善化區中山路138號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%96%84%E5%8C%96%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF138%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
530	善化活力大成	06-5858332	台南市善化區大成路290號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%96%84%E5%8C%96%E5%8D%80%E5%A4%A7%E6%88%90%E8%B7%AF290%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
531	麻豆活力總爺	06-5718950	台南市麻豆區總榮里總爺庄4號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E9%BA%BB%E8%B1%86%E5%8D%80%E7%B8%BD%E6%A6%AE%E9%87%8C%E7%B8%BD%E7%88%BA%E5%BA%844%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
532	麻豆活力興中	06-5719488	台南市麻豆區興中路129號	"https://www.google.com/maps/place/%E6%97%A9%E5%AE%89%E7%BE%8E%E8%8A%9D%E5%9F%8E%E9%BA%BB%E8%B1%86%E6%B4%BB%E5%8A%9B%E8%88%88%E4%B8%AD/@23.1837434,120.2492823,17z/data=!3m1!4b1!4m6!3m5!1s0x346e7c2aa7a9f395:0x663451b15be32c13!8m2!3d23.1837434!4d120.251471!1"
533	麻豆真理	06-5704949	台南市麻豆區港尾里客仔寮15鄰117號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E9%BA%BB%E8%B1%86%E5%8D%80%E6%B8%AF%E5%B0%BE%E9%87%8C%E5%AE%A2%E4%BB%94%E5%AF%AE15%E9%84%B0117%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
534	麻豆活力中山	06-5710550	台南市麻豆區中山路120-2號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E9%BA%BB%E8%B1%86%E5%8D%80%E4%B8%AD%E5%B1%B1%E8%B7%AF120-2%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
535	青鯤身	06-7920197	台南市將軍區鯤鯓里95號旁鐵皮屋	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%B0%87%E8%BB%8D%E5%8D%80%E9%AF%A4%E9%AF%93%E9%87%8C95%E8%99%9F%E6%97%81%E9%90%B5%E7%9A%AE%E5%B1%8B&hl=zh-TW&ie=UTF8&iwloc=A
536	將軍活力漚汪	06-7944650	台南市將軍區西華里50號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%B0%87%E8%BB%8D%E5%8D%80%E8%A5%BF%E8%8F%AF%E9%87%8C50%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
537	侯伯村	06-6873368	台南市後壁區侯伯里58之1號	http://maps.google.com/maps?q=%E5%8F%B0%E5%8D%97%E5%B8%82%E5%BE%8C%E5%A3%81%E5%8D%80%E4%BE%AF%E4%BC%AF%E9%87%8C58%E4%B9%8B1%E8%99%9F&hl=zh-TW&ie=UTF8&iwloc=A
